SOC,OCV
0.0,2.28619131438583
0.005,2.68346541291211
0.01,2.7833414745785
0.015,2.84696681209013
0.02,2.89523772384625
0.025,2.93443326551923
0.03,2.96734728508958
0.035,2.99605179363484
0.04,3.0213305816756
0.045,3.04411122720893
0.05,3.06470488441242
0.055,3.08345655535243
0.06,3.10082732799999
0.065,3.11681095982702
0.07,3.13167433362988
0.075,3.14553722673722
0.08,3.15830337496292
0.085,3.17030782827864
0.09,3.1810481977698
0.095,3.19017277362903
0.1,3.19666175837117
0.105,3.20045642748365
0.11,3.20265103076223
0.115,3.20436796305176
0.12,3.20559448410496
0.125,3.20675259123169
0.13,3.20789721275805
0.135,3.20885106403002
0.14,3.2099337059368
0.145,3.21099074589884
0.15,3.21199877322752
0.155,3.21338901257997
0.16,3.21466573165045
0.165,3.21649898530022
0.17,3.21878444698852
0.17500000000000002,3.2214182437118
0.18,3.22414692028829
0.185,3.22687417324721
0.19,3.2295134299702
0.195,3.23202959339953
0.2,3.23434579082356
0.20500000000000002,3.23659817582944
0.21,3.23880199396983
0.215,3.2408077796889
0.22,3.24292114563244
0.225,3.24494653561842
0.23,3.24705653708969
0.23500000000000001,3.2489831785585
0.24,3.25091116870688
0.245,3.25291869997911
0.25,3.2546734440124
0.255,3.25635670229424
0.26,3.25807760185228
0.265,3.2596090806622
0.27,3.26115013081852
0.275,3.26284593241811
0.28,3.26431918739427
0.28500000000000003,3.26589137009375
0.29,3.2673221470017
0.295,3.26879355588002
0.3,3.2702790859448
0.305,3.27168180917951
0.31,3.27302852868115
0.315,3.2744088816293
0.32,3.27562065306783
0.325,3.27676527459419
0.33,3.27795580951603
0.335,3.27905451764692
0.34,3.28019370481883
0.34500000000000003,3.28153439590716
0.35000000000000003,3.28259786541323
0.355,3.28376466320177
0.36,3.28477762527873
0.365,3.28589954353606
0.37,3.28678071294986
0.375,3.28773456422183
0.38,3.2886884154938
0.385,3.28954688163858
0.39,3.29037828096912
0.395,3.29126381392811
0.4,3.29212228007289
0.405,3.29300829369193
0.41000000000000003,3.29374382723524
0.41500000000000004,3.29441152312562
0.42,3.29498383388879
0.425,3.29546075952478
0.43,3.2958654862681
0.435,3.29628748808328
0.44,3.29670076617834
0.445,3.29697788770342
0.45,3.29727369476017
0.455,3.29746384719591
0.46,3.29775000257751
0.465,3.2980361579591
0.47000000000000003,3.29830035826202
0.47500000000000003,3.29851308359508
0.48,3.29860846872227
0.485,3.29889462410387
0.49,3.29908539435826
0.495,3.29927616461265
0.5,3.29947505072677
0.505,3.2997436493094
0.51,3.2999155687809
0.515,3.30008574039375
0.52,3.30013767018132
0.525,3.30042078613902
0.53,3.30061155639341
0.535,3.3008023266478
0.54,3.3009930969022
0.545,3.30118386715659
0.55,3.30137463741098
0.555,3.30156540766538
0.56,3.30175617791978
0.5650000000000001,3.30194694817417
0.5700000000000001,3.30213771842856
0.5750000000000001,3.30237392328388
0.58,3.30251925893735
0.585,3.30280541431893
0.59,3.30299618457333
0.595,3.30318695482773
0.6,3.30347311020931
0.605,3.30366388046371
0.61,3.3039500358453
0.615,3.30421989669847
0.62,3.30442696148129
0.625,3.30470798184627
0.63,3.3049763910473
0.635,3.30519004249886
0.64,3.30557158300765
0.645,3.30595196240622
0.65,3.30630035945494
0.655,3.30662081940681
0.66,3.3069069747884
0.665,3.30738390042439
0.67,3.3077179149568
0.675,3.30814698144196
0.68,3.30862390707795
0.685,3.30910083271393
0.6900000000000001,3.30958278066034
0.6950000000000001,3.31021130982715
0.7000000000000001,3.31081776500347
0.705,3.31144635011734
0.71,3.31191770241764
0.715,3.31254627321335
0.72,3.31326742696845
0.725,3.31406085932817
0.73,3.31479474543168
0.735,3.31568240649051
0.74,3.3164527020153
0.745,3.31749472390725
0.75,3.31854396030643
0.755,3.31973798733419
0.76,3.32109089076032
0.765,3.32236221965841
0.77,3.32400197191651
0.775,3.32569784484618
0.78,3.32751016226293
0.785,3.32949395914802
0.79,3.33122867743647
0.795,3.33294114518449
0.8,3.33447327654831
0.805,3.33567100739329
0.81,3.33666713447383
0.8150000000000001,3.33751973480173
0.8200000000000001,3.33811025027123
0.8250000000000001,3.33867022214496
0.8300000000000001,3.33905176265375
0.835,3.33943330316254
0.84,3.33980461617884
0.845,3.34010099905292
0.85,3.34026558754017
0.855,3.3405511090462
0.86,3.3407686949433
0.865,3.34095946519769
0.87,3.34115023545208
0.875,3.34141456985343
0.88,3.34158713471559
0.885,3.34186267077609
0.89,3.34202765129603
0.895,3.34229485697844
0.9,3.34246816695146
0.905,3.34258101236003
0.91,3.34286716774163
0.915,3.34303462789614
0.92,3.34315592627664
0.925,3.34334409337761
0.93,3.3436302487592
0.935,3.34391640414079
0.9400000000000001,3.34419048897095
0.9450000000000001,3.34439332977677
0.9500000000000001,3.34468822019055
0.9550000000000001,3.34496564053996
0.96,3.34531334069984
0.965,3.34582410668473
0.97,3.34625224033968
0.975,3.34707041311095
0.98,3.34865826751269
0.985,3.35215467732247
0.99,3.36180438667598
0.995,3.39626802114163
1.0,3.53048971293788
